Item,Quantity,Total,Open By,Invoice #,Order #,Date Time,W.S #,Menu Type
Curly Fries,1,1.5,Cashier,103079,59,09-07-2025 22:36,1,Take Away
French fries Meal,1,1.25,Cashier,103079,59,09-07-2025 22:36,1,Take Away
Curly Fries,1,1.5,Cashier,103080,60,09-07-2025 22:42,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103081,61,09-07-2025 22:45,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103081,61,09-07-2025 22:45,1,Take Away
Water,1,0.55,Cashier,103082,62,09-07-2025 22:55,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103083,63,09-07-2025 22:59,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103083,63,09-07-2025 22:59,1,Take Away
Matrix Cola,1,0.55,Cashier,103084,64,09-07-2025 23:14,1,Take Away
Matrix Cola,1,0.55,Cashier,103084,64,09-07-2025 23:14,1,Take Away
Water,1,0.55,Cashier,103085,65,09-07-2025 23:21,1,Take Away
Water,1,0.55,Cashier,103085,65,09-07-2025 23:21,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,103086,66,09-07-2025 23:24,1,Take Away
French fries Meal,1,1.25,Cashier,103086,66,09-07-2025 23:24,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,103087,67,09-07-2025 23:32,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103087,67,09-07-2025 23:32,1,Take Away
Mac & Cheese,1,3,Cashier,103088,1,10-07-2025 12:10,1,Take Away
Matrix Cola,1,0.55,Cashier,103089,2,10-07-2025 13:44,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103089,2,10-07-2025 13:44,1,Take Away
CLASSIC CHEESESTEAK- 23CM,1,5.25,Cashier,103089,2,10-07-2025 13:44,1,Take Away
Matrix Cola,1,0.55,Cashier,103089,2,10-07-2025 13:44,1,Take Away
Matrix Cola,1,0.55,Cashier,103089,2,10-07-2025 13:44,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103089,2,10-07-2025 13:44,1,Take Away
French fries Meal,1,1.25,Cashier,103089,2,10-07-2025 13:44,1,Take Away
Water,1,0.55,Cashier,103090,3,10-07-2025 13:45,1,Take Away
French fries Meal,1,1.25,Cashier,103091,4,10-07-2025 14:16,1,Take Away
French fries Meal,1,1.25,Cashier,103091,4,10-07-2025 14:16,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103091,4,10-07-2025 14:16,1,Take Away
Wedges Meal,1,1.5,Cashier,103091,4,10-07-2025 14:16,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103091,4,10-07-2025 14:16,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,103091,4,10-07-2025 14:16,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,103091,4,10-07-2025 14:16,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103091,4,10-07-2025 14:16,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103091,4,10-07-2025 14:16,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103091,4,10-07-2025 14:16,1,Take Away
Water,1,0.55,Cashier,103092,5,10-07-2025 14:27,1,Take Away
Chicken Nuggets,1,3.5,Cashier,103092,5,10-07-2025 14:27,1,Take Away
Chicken Nuggets,1,3.5,Cashier,103093,6,10-07-2025 14:51,1,Take Away
Chicken Strips,1,2.5,Cashier,103093,6,10-07-2025 14:51,1,Take Away
Hotdog,1,3.5,Cashier,103093,6,10-07-2025 14:51,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103093,6,10-07-2025 14:51,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,103093,6,10-07-2025 14:51,1,Take Away
Hotdog,1,3.5,Cashier,103093,6,10-07-2025 14:51,1,Take Away
Chicken Strips,1,2.5,Cashier,103093,6,10-07-2025 14:51,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103093,6,10-07-2025 14:51,1,Take Away
Homemade Nuggets,1,2.5,Cashier,103093,6,10-07-2025 14:51,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103094,7,10-07-2025 14:59,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,103094,7,10-07-2025 14:59,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103095,8,10-07-2025 15:23,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103095,8,10-07-2025 15:23,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103096,9,10-07-2025 15:55,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103096,9,10-07-2025 15:55,1,Take Away
Water,1,0.55,Cashier,103097,10,10-07-2025 15:56,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103098,11,10-07-2025 16:07,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103098,11,10-07-2025 16:07,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,103099,12,10-07-2025 17:01,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103099,12,10-07-2025 17:01,1,Take Away
Water,1,0.55,Cashier,103100,13,10-07-2025 17:03,1,Take Away
Matrix Cola,1,0.55,Cashier,103101,14,10-07-2025 17:09,1,Take Away
Matrix Cola,1,0.55,Cashier,103101,14,10-07-2025 17:09,1,Take Away
Hotdog,1,3.5,Cashier,103102,15,10-07-2025 17:16,1,Take Away
Hotdog,1,3.5,Cashier,103102,15,10-07-2025 17:16,1,Take Away
Matrix Cola,1,0.55,Cashier,103102,15,10-07-2025 17:16,1,Take Away
Hotdog,1,3.5,Cashier,103102,15,10-07-2025 17:16,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,103103,16,10-07-2025 17:23,1,Take Away
Wedges Meal,1,1.5,Cashier,103103,16,10-07-2025 17:23,1,Take Away
Matrix Cola,1,0.55,Cashier,103104,17,10-07-2025 17:37,1,Take Away
Hotdog,1,3.5,Cashier,103104,17,10-07-2025 17:37,1,Take Away
Shredded Lettuce,1,0.25,Cashier,103104,17,10-07-2025 17:37,1,Take Away
Dill Pickles,1,0.25,Cashier,103104,17,10-07-2025 17:37,1,Take Away
Mozzarella Sticks,1,2.25,Cashier,103104,17,10-07-2025 17:37,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,103105,18,10-07-2025 17:40,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103105,18,10-07-2025 17:40,1,Take Away
CRISPY CREAM 23CM,1,4.75,Cashier,103106,19,10-07-2025 17:45,1,Take Away
French fries Meal,1,1.25,Cashier,103106,19,10-07-2025 17:45,1,Take Away
Chicken Salad,1,4.5,Cashier,103107,20,10-07-2025 17:50,1,Take Away
Chicken Salad,1,4.5,Cashier,103107,20,10-07-2025 17:50,1,Take Away
Wedges Meal,1,1.5,Cashier,103108,21,10-07-2025 18:01,1,Take Away
CLASSIC CHEESESTEAK- 23CM,1,5.25,Cashier,103108,21,10-07-2025 18:01,1,Take Away
Water,1,0.55,Cashier,103109,22,10-07-2025 18:05,1,Take Away
Chicken Strips,1,2.5,Cashier,103110,23,10-07-2025 18:22,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,103111,24,10-07-2025 18:35,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103111,24,10-07-2025 18:35,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103112,25,10-07-2025 18:52,1,Take Away
Matrix Cola,1,0.55,Cashier,103113,26,10-07-2025 19:16,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,103114,27,10-07-2025 19:34,1,Take Away
Wedges Meal,1,1.5,Cashier,103114,27,10-07-2025 19:34,1,Take Away
Wedges Meal,1,1.5,Cashier,103114,27,10-07-2025 19:34,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,103114,27,10-07-2025 19:34,1,Take Away
Matrix Cola,1,0.55,Cashier,103115,28,10-07-2025 19:43,1,Take Away
Wedges Meal,1,1.5,Cashier,103116,29,10-07-2025 19:51,1,Take Away
CLASSIC CHEESESTEAK- 23CM,1,5.25,Cashier,103116,29,10-07-2025 19:51,1,Take Away
Curly Fries,1,1.5,Cashier,103117,30,10-07-2025 19:53,1,Take Away
Water,1,0.55,Cashier,103118,31,10-07-2025 19:54,1,Take Away
Matrix Cola,1,0.55,Cashier,103118,31,10-07-2025 19:54,1,Take Away
Chicken Strips,1,2.5,Cashier,103119,32,10-07-2025 19:58,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103119,32,10-07-2025 19:58,1,Take Away
Chicken Nuggets,1,3.5,Cashier,103120,33,10-07-2025 20:08,1,Take Away
Matrix Sprite,1,0.55,Cashier,103120,33,10-07-2025 20:08,1,Take Away
Curly Fries,1,1.5,Cashier,103121,34,10-07-2025 20:09,1,Take Away
Curly Fries,1,1.5,Cashier,103122,35,10-07-2025 20:13,1,Take Away
Matrix Cola,1,0.55,Cashier,103123,36,10-07-2025 20:15,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103124,37,10-07-2025 20:18,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103124,37,10-07-2025 20:18,1,Take Away
Potato Wedges,1,1.5,Cashier,103124,37,10-07-2025 20:18,1,Take Away
French fries Meal,1,1.25,Cashier,103125,38,10-07-2025 20:24,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,103125,38,10-07-2025 20:24,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,103125,38,10-07-2025 20:24,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,103125,38,10-07-2025 20:24,1,Take Away
French fries Meal,1,1.25,Cashier,103125,38,10-07-2025 20:24,1,Take Away
French fries Meal,1,1.25,Cashier,103125,38,10-07-2025 20:24,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,103125,38,10-07-2025 20:24,1,Take Away
French fries Meal,1,1.25,Cashier,103125,38,10-07-2025 20:24,1,Take Away
French Fries CHIPS,1,1,Cashier,103126,39,10-07-2025 20:32,1,Take Away
French Fries CHIPS,1,1,Cashier,103126,39,10-07-2025 20:32,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103127,40,10-07-2025 20:50,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103127,40,10-07-2025 20:50,1,Take Away
Mayonnaise,1,0.25,Cashier,103127,40,10-07-2025 20:50,1,Take Away
French fries Meal,1,1.25,Cashier,103128,41,10-07-2025 21:02,1,Take Away
Cheesy Fest (150g),1,4.5,Cashier,103128,41,10-07-2025 21:02,1,Take Away
French Fries CHIPS,1,1,Cashier,103128,41,10-07-2025 21:02,1,Take Away
French fries Meal,1,1.25,Cashier,103129,42,10-07-2025 21:08,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,103129,42,10-07-2025 21:08,1,Take Away
Cheese Whiz,1,0.25,Cashier,103129,42,10-07-2025 21:08,1,Take Away
Water,1,0.55,Cashier,103130,43,10-07-2025 21:14,1,Take Away
Matrix Cola,1,0.55,Cashier,103131,44,10-07-2025 21:19,1,Take Away
Cheesy Fest (150g),1,4.5,Cashier,103131,44,10-07-2025 21:19,1,Take Away
Matrix Cola,1,0.55,Cashier,103132,45,10-07-2025 21:34,1,Take Away
Water,1,0.55,Cashier,103133,46,10-07-2025 21:47,1,Take Away
Water,1,0.55,Cashier,103134,47,10-07-2025 21:50,1,Take Away
Water,1,0.55,Cashier,103134,47,10-07-2025 21:50,1,Take Away
Matrix Cola,1,0.55,Cashier,103135,48,10-07-2025 21:57,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103135,48,10-07-2025 21:57,1,Take Away
French fries Meal,1,1.25,Cashier,103135,48,10-07-2025 21:57,1,Take Away
French fries Meal,1,1.25,Cashier,103136,49,10-07-2025 21:59,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,103136,49,10-07-2025 21:59,1,Take Away
Chicken Salad,1,4.5,Cashier,103137,50,10-07-2025 22:00,1,Take Away
Chicken Nuggets,1,3.5,Cashier,103138,51,10-07-2025 22:02,1,Take Away
Cheese Whiz,1,0.25,Cashier,103139,52,10-07-2025 22:37,1,Take Away
French Fries CHIPS,1,1,Cashier,103139,52,10-07-2025 22:37,1,Take Away
Matrix Cola,1,0.55,Cashier,103139,52,10-07-2025 22:37,1,Take Away
Chicken Salad,1,4.5,Cashier,103139,52,10-07-2025 22:37,1,Take Away
Matrix Cola,1,0.55,Cashier,103140,53,10-07-2025 22:44,1,Take Away
Steak Salad,1,5.25,Cashier,103141,54,10-07-2025 22:48,1,Take Away
French fries Meal,1,1.25,Cashier,103141,54,10-07-2025 22:48,1,Take Away
Honey Mustard,1,0.25,Cashier,103141,54,10-07-2025 22:48,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103141,54,10-07-2025 22:48,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,103141,54,10-07-2025 22:48,1,Take Away
Pickled Jalapeños,1,0.25,Cashier,103141,54,10-07-2025 22:48,1,Take Away
Carmalized Onions,1,0.25,Cashier,103141,54,10-07-2025 22:48,1,Take Away
Steak Salad,1,5.25,Cashier,103142,55,10-07-2025 22:56,1,Take Away
Matrix Cola,1,0.55,Cashier,103143,56,10-07-2025 22:58,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,103144,57,10-07-2025 22:59,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,103145,58,10-07-2025 23:00,1,Take Away
Water,1,0.55,Cashier,103146,59,11-07-2025 00:51,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,103147,1,11-07-2025 15:59,1,Take Away
Wedges Meal,1,1.5,Cashier,103147,1,11-07-2025 15:59,1,Take Away
ADD GREEN PEPPER,1,0.35,Cashier,103147,1,11-07-2025 15:59,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103148,2,11-07-2025 16:09,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103148,2,11-07-2025 16:09,1,Take Away
French fries Meal,1,1.25,Cashier,103148,2,11-07-2025 16:09,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103148,2,11-07-2025 16:09,1,Take Away
Water,1,0.55,Cashier,103149,3,11-07-2025 16:18,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103149,3,11-07-2025 16:18,1,Take Away
Mixed Fries,1,1.75,Cashier,103149,3,11-07-2025 16:18,1,Take Away
Matrix Cola,1,0.55,Cashier,103149,3,11-07-2025 16:18,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103149,3,11-07-2025 16:18,1,Take Away
Water,1,0.55,Cashier,103150,4,11-07-2025 17:00,1,Take Away
Cheese Whiz,1,0.25,Cashier,103150,4,11-07-2025 17:00,1,Take Away
French Fries CHIPS,1,1,Cashier,103150,4,11-07-2025 17:00,1,Take Away
Water,1,0.55,Cashier,103150,4,11-07-2025 17:00,1,Take Away
Cheese Whiz,1,0.25,Cashier,103150,4,11-07-2025 17:00,1,Take Away
Water,1,0.55,Cashier,103150,4,11-07-2025 17:00,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103151,5,11-07-2025 17:13,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103151,5,11-07-2025 17:13,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103152,6,11-07-2025 17:38,1,Take Away
Water,1,0.55,Cashier,103153,7,11-07-2025 18:10,1,Take Away
Water,1,0.55,Cashier,103154,8,11-07-2025 18:28,1,Take Away
Mixed Fries Platter,1,3,Cashier,103154,8,11-07-2025 18:28,1,Take Away
Chicken Strips,1,2.5,Cashier,103155,9,11-07-2025 18:31,1,Take Away
Matrix Cola,1,0.55,Cashier,103156,10,11-07-2025 18:31,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103156,10,11-07-2025 18:31,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,103156,10,11-07-2025 18:32,1,Take Away
Wedges Meal,1,1.5,Cashier,103156,10,11-07-2025 18:32,1,Take Away
Mozzarella Sticks,1,2.25,Cashier,103157,11,11-07-2025 18:34,1,Take Away
Water,1,0.55,Cashier,103158,12,11-07-2025 18:59,1,Take Away
Water,1,0.55,Cashier,103158,12,11-07-2025 18:59,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103159,13,11-07-2025 19:12,1,Take Away
Mozzarella Sticks,1,2.25,Cashier,103159,13,11-07-2025 19:12,1,Take Away
French Fries CHIPS,1,1,Cashier,103160,14,11-07-2025 19:23,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,103160,14,11-07-2025 19:23,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,103160,14,11-07-2025 19:23,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,103160,14,11-07-2025 19:23,1,Take Away
MIAMI CHICKEN 23CM,1,4.75,Cashier,103160,14,11-07-2025 19:23,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103161,15,11-07-2025 19:36,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,103161,15,11-07-2025 19:36,1,Take Away
Cheesy Fest (150g),1,4.5,Cashier,103161,15,11-07-2025 19:36,1,Take Away
Matrix Cola,1,0.55,Cashier,103162,16,11-07-2025 19:39,1,Take Away
Matrix Cola,1,0.55,Cashier,103162,16,11-07-2025 19:39,1,Take Away
Chicken Strips kids,1,3.5,Cashier,103163,17,11-07-2025 19:52,1,Take Away
French fries Meal,1,1.25,Cashier,103164,18,11-07-2025 19:55,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,103164,18,11-07-2025 19:55,1,Take Away
Chicken Strips kids,1,3.5,Cashier,103164,18,11-07-2025 19:55,1,Take Away
Chicken Strips kids,1,3.5,Cashier,103165,19,11-07-2025 19:56,1,Take Away
Matrix Cola,1,0.55,Cashier,103166,20,11-07-2025 19:57,1,Take Away
Mixed Fries Platter,1,3,Cashier,103167,21,11-07-2025 19:58,1,Take Away
Mozzarella Sticks,1,2.25,Cashier,103168,22,11-07-2025 20:01,1,Take Away
French fries Meal,1,1.25,Cashier,103168,22,11-07-2025 20:01,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103168,22,11-07-2025 20:01,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103169,23,11-07-2025 20:06,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103169,23,11-07-2025 20:06,1,Take Away
CLASSIC CHEESESTEAK- 23CM,1,5.25,Cashier,103169,23,11-07-2025 20:06,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103169,23,11-07-2025 20:06,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103170,24,11-07-2025 20:09,1,Take Away
CRISPY LAVA 23CM,1,4.75,Cashier,103170,24,11-07-2025 20:09,1,Take Away
Water,1,0.55,Cashier,103170,24,11-07-2025 20:09,1,Take Away
Water,1,0.55,Cashier,103171,25,11-07-2025 20:09,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,103171,25,11-07-2025 20:09,1,Take Away
Curly Fries,1,1.5,Cashier,103172,26,11-07-2025 20:13,1,Take Away
Steak Salad,1,5.25,Cashier,103172,26,11-07-2025 20:13,1,Take Away
Matrix Cola,1,0.55,Cashier,103172,26,11-07-2025 20:13,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,103173,27,11-07-2025 20:19,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103173,27,11-07-2025 20:19,1,Take Away
MIAMI CHICKEN 23CM,1,4.75,Cashier,103174,28,11-07-2025 20:20,1,Take Away
French fries Meal,1,1.25,Cashier,103174,28,11-07-2025 20:20,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103175,29,11-07-2025 20:20,1,Take Away
Cheesy Fest (150g),1,4.5,Cashier,103175,29,11-07-2025 20:20,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,103176,30,11-07-2025 20:31,1,Take Away
French fries Meal,1,1.25,Cashier,103176,30,11-07-2025 20:31,1,Take Away
Curly Fries,1,1.5,Cashier,103177,31,11-07-2025 20:36,1,Take Away
Water,1,0.55,Cashier,103178,32,11-07-2025 20:38,1,Take Away
CLASSIC CHEESESTEAK- 23CM,1,5.25,Cashier,103179,33,11-07-2025 20:52,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,103179,33,11-07-2025 20:52,1,Take Away
Cheeseburger,1,3.5,Cashier,103179,33,11-07-2025 20:52,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103179,33,11-07-2025 20:52,1,Take Away
French fries Meal,1,1.25,Cashier,103179,33,11-07-2025 20:52,1,Take Away
Matrix Sprite,1,0.55,Cashier,103180,34,11-07-2025 20:57,1,Take Away
Matrix Cola,1,0.55,Cashier,103181,35,11-07-2025 20:58,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,103182,36,11-07-2025 21:03,1,Take Away
Water,1,0.55,Cashier,103182,36,11-07-2025 21:03,1,Take Away
Water,1,0.55,Cashier,103182,36,11-07-2025 21:03,1,Take Away
French fries Meal,1,1.25,Cashier,103183,37,11-07-2025 21:08,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103184,38,11-07-2025 21:11,1,Take Away
Wedges Meal,1,1.5,Cashier,103184,38,11-07-2025 21:11,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103185,39,11-07-2025 21:35,1,Take Away
French fries Meal,1,1.25,Cashier,103185,39,11-07-2025 21:35,1,Take Away
BARBECU CHEESESTEAK 23CM,1,5.25,Cashier,103185,39,11-07-2025 21:35,1,Take Away
French fries Meal,1,1.25,Cashier,103186,40,11-07-2025 21:46,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103186,40,11-07-2025 21:46,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103186,40,11-07-2025 21:46,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103186,40,11-07-2025 21:46,1,Take Away
Matrix Fanta,1,0.55,Cashier,103187,41,11-07-2025 22:02,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103187,41,11-07-2025 22:02,1,Take Away
Water,1,0.55,Cashier,103188,42,11-07-2025 22:10,1,Take Away
French fries Meal,1,1.25,Cashier,103189,43,11-07-2025 22:11,1,Take Away
French fries Meal,1,1.25,Cashier,103189,43,11-07-2025 22:11,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,2,10.5,Cashier,103189,43,11-07-2025 22:11,1,Take Away
Water,1,0.55,Cashier,103190,44,11-07-2025 22:29,1,Take Away
Cheese Whiz,1,0.25,Cashier,103191,45,11-07-2025 22:36,1,Take Away
Mixed Fries,1,1.75,Cashier,103191,45,11-07-2025 22:36,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103191,45,11-07-2025 22:36,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103191,45,11-07-2025 22:36,1,Take Away
Curly Fries,1,1.5,Cashier,103191,45,11-07-2025 22:36,1,Take Away
Cheese Whiz,1,0.25,Cashier,103191,45,11-07-2025 22:36,1,Take Away
Cheeseburger,1,3.5,Cashier,103192,46,11-07-2025 22:37,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103193,47,11-07-2025 22:38,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,103193,47,11-07-2025 22:38,1,Take Away
French fries Meal,1,1.25,Cashier,103194,48,11-07-2025 22:45,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103194,48,11-07-2025 22:45,1,Take Away
French fries Meal,1,1.25,Cashier,103195,49,11-07-2025 22:45,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103195,49,11-07-2025 22:45,1,Take Away
Water,1,0.55,Cashier,103196,50,11-07-2025 23:03,1,Take Away
Water,1,0.55,Cashier,103197,51,11-07-2025 23:05,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103198,52,11-07-2025 23:10,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,103199,53,11-07-2025 23:13,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103199,53,11-07-2025 23:13,1,Take Away
ADD MUSHROOMS,1,0.35,Cashier,103200,54,11-07-2025 23:15,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103200,54,11-07-2025 23:15,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103201,55,11-07-2025 23:17,1,Take Away
Curly Fries Meal,1,1.5,Cashier,103201,55,11-07-2025 23:17,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103202,56,11-07-2025 23:18,1,Take Away
Wedges Meal,1,1.5,Cashier,103202,56,11-07-2025 23:18,1,Take Away
Water,1,0.55,Cashier,103203,57,11-07-2025 23:23,1,Take Away
Water,1,0.55,Cashier,103203,57,11-07-2025 23:23,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,103204,1,12-07-2025 14:34,1,Take Away
French Fries CHIPS,1,1,Cashier,103204,1,12-07-2025 14:34,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,103204,1,12-07-2025 14:34,1,Take Away
Cheese Whiz,1,0.25,Cashier,103204,1,12-07-2025 14:34,1,Take Away
Water,1,0.55,Cashier,103205,2,12-07-2025 14:36,1,Take Away
Matrix Sprite,1,0.55,Cashier,103206,3,12-07-2025 14:45,1,Take Away
French fries Meal,1,1.25,Cashier,103207,4,12-07-2025 14:52,1,Take Away
CLASSIC CHEESESTEAK- 23CM,1,5.25,Cashier,103207,4,12-07-2025 14:52,1,Take Away
Mixed Fries Platter,1,3,Cashier,103208,5,12-07-2025 14:54,1,Take Away
Matrix Cola,1,0.55,Cashier,103208,5,12-07-2025 14:55,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103209,6,12-07-2025 15:22,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103209,6,12-07-2025 15:22,1,Take Away
Wedges Meal,1,1.5,Cashier,103209,6,12-07-2025 15:22,1,Take Away
French fries Meal,1,1.25,Cashier,103209,6,12-07-2025 15:22,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103210,7,12-07-2025 15:32,1,Take Away
Cheese Whiz,1,0.25,Cashier,103210,7,12-07-2025 15:32,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103210,7,12-07-2025 15:32,1,Take Away
French fries Meal,1,1.25,Cashier,103210,7,12-07-2025 15:32,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103210,7,12-07-2025 15:32,1,Take Away
French fries Meal,1,1.25,Cashier,103210,7,12-07-2025 15:32,1,Take Away
French fries Meal,1,1.25,Cashier,103210,7,12-07-2025 15:32,1,Take Away
French fries Meal,1,1.25,Cashier,103211,8,12-07-2025 15:59,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,103211,8,12-07-2025 15:59,1,Take Away
Water,1,0.55,Cashier,103212,9,12-07-2025 16:45,1,Take Away
Loaded Fries,1,3,Cashier,103213,10,12-07-2025 16:57,1,Take Away
Curly Fries,1,1.5,Cashier,103213,10,12-07-2025 16:57,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,103214,11,12-07-2025 17:28,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,103214,11,12-07-2025 17:28,1,Take Away
