Transation ID,offer_id,datetime,status,revenue,sale_amount,affiliate_info1,geo
2078076,1341,9/4/2025,pending,4.184,83.68,DI77,omn
2078077,1341,9/4/2025,pending,3.459,69.18,TT23,ksa
2078078,1341,9/4/2025,pending,3.459,69.18,TT51,ksa
2078079,1341,9/4/2025,pending,3.459,69.18,TT51,ksa
2078080,1341,9/4/2025,pending,4.0095,80.19,TT51,uae
2078081,1341,9/5/2025,pending,4.8426,69.18,DD10,ksa
2078082,1341,9/5/2025,pending,4.8426,69.18,DD10,ksa
2078083,1341,9/5/2025,pending,4.8426,69.18,DD17,ksa
2078084,1341,9/5/2025,pending,4.8426,69.18,DD19,ksa
2078085,1341,9/5/2025,pending,3.2564,46.52,DD20,ksa
2078086,1341,9/5/2025,pending,4.7915,68.45,DD5,ksa
2078087,1341,9/5/2025,pending,5.5566,79.38,DD5,uae
2078088,1341,9/5/2025,pending,5.7911,82.73,DD7,qtr
2078089,1341,9/5/2025,pending,3.459,69.18,DI26,ksa
2078090,1341,9/5/2025,pending,4.0095,80.19,DI44,uae
2078091,1341,9/5/2025,pending,4.0095,80.19,DI44,uae
2078092,1341,9/5/2025,pending,5.5375,110.75,DI44,uae
2078093,1341,9/5/2025,pending,4.403,88.06,DI44,qtr
2078094,1341,9/5/2025,pending,4.308,86.16,DI77,uae
2078095,1341,9/5/2025,pending,4.1365,82.73,DI77,qtr
2078096,1341,9/5/2025,pending,23.2925,465.85,TT14,ksa
2078097,1341,9/5/2025,pending,2.1215,42.43,TT21,uae
2078098,1341,9/5/2025,pending,3.278,65.56,TT51,ksa
2078099,1341,9/5/2025,pending,1.4645,29.29,TT51,ksa
2078100,1341,9/5/2025,pending,1.918,38.36,TT51,ksa
2078101,1341,9/6/2025,pending,4.8426,69.18,DD10,ksa
2078102,1341,9/6/2025,pending,5.7911,82.73,DD10,qtr
2078103,1341,9/6/2025,pending,4.7915,68.45,DD4,ksa
2078104,1341,9/6/2025,pending,4.7915,68.45,DD5,ksa
2078105,1341,9/6/2025,pending,4.7915,68.45,DD5,ksa
2078106,1341,9/6/2025,pending,4.7915,68.45,DD5,ksa
2078107,1341,9/6/2025,pending,4.7915,68.45,DD5,ksa
2078108,1341,9/6/2025,pending,5.5559,79.37,DD5,uae
2078109,1341,9/6/2025,pending,5.7309,81.87,DD5,qtr
2078110,1341,9/6/2025,pending,4.8426,69.18,DD7,ksa
2078111,1341,9/6/2025,pending,3.459,69.18,DI13,ksa
2078112,1341,9/6/2025,pending,3.459,69.18,DI16,ksa
2078113,1341,9/6/2025,pending,3.459,69.18,DI24,ksa
2078114,1341,9/6/2025,pending,4.1365,82.73,DI26,qtr
2078115,1341,9/6/2025,pending,4.1365,82.73,DI4,qtr
2078116,1341,9/6/2025,pending,3.459,69.18,DI44,ksa
2078117,1341,9/6/2025,pending,3.415,68.3,DI44,uae
2078118,1341,9/6/2025,pending,4.0095,80.19,DI44,uae
2078119,1341,9/6/2025,pending,7.8265,156.53,DI44,uae
2078120,1341,9/6/2025,pending,4.1365,82.73,DI44,qtr
2078121,1341,9/6/2025,pending,4.1365,82.73,DI44,qtr
2078122,1341,9/6/2025,pending,7.6665,153.33,DI44,omn
2078123,1341,9/6/2025,pending,3.459,69.18,DI77,ksa
2078124,1341,9/6/2025,pending,3.3635,67.27,DI77,uae
2078125,1341,9/6/2025,pending,3.459,69.18,TT14,ksa
2078126,1341,9/6/2025,pending,3.459,69.18,TT14,ksa
2078127,1341,9/6/2025,pending,4.1365,82.73,TT14,qtr
2078128,1341,9/7/2025,pending,2.059,41.18,DI44,kwt
2078129,1341,9/7/2025,pending,1.918,38.36,DI24,ksa
2078130,1341,9/7/2025,pending,4.8426,69.18,DD10,ksa
2078131,1341,9/7/2025,pending,4.8426,69.18,DD10,ksa
2078132,1341,9/7/2025,pending,3.459,69.18,DI24,ksa
2078133,1341,9/7/2025,pending,3.459,69.18,DI24,ksa
2078134,1341,9/7/2025,pending,3.459,69.18,DI44,ksa
2078135,1341,9/7/2025,pending,5.6133,80.19,DD10,uae
2078136,1341,9/7/2025,pending,4.0095,80.19,DI20,uae
2078137,1341,9/7/2025,pending,5.9682,85.26,DD10,uae
2078138,1341,9/7/2025,pending,8.4931,121.33,DD10,uae
2078139,1341,9/7/2025,pending,7.6185,152.37,TT10,uae
2078140,1341,9/8/2025,pending,2.7139,38.77,DD19,ksa
2078141,1341,9/8/2025,pending,3.1773,45.39,DD5,uae
2078142,1341,9/8/2025,pending,4.7915,68.45,DD4,ksa
2078143,1341,9/8/2025,pending,4.7915,68.45,DD5,ksa
2078144,1341,9/8/2025,pending,4.7915,68.45,DD5,ksa
2078145,1341,9/8/2025,pending,4.8426,69.18,DD10,ksa
2078146,1341,9/8/2025,pending,4.8426,69.18,DD19,ksa
2078147,1341,9/8/2025,pending,4.8426,69.18,DD20,ksa
2078148,1341,9/8/2025,pending,4.8426,69.18,DD20,ksa
2078149,1341,9/8/2025,pending,3.459,69.18,DI44,ksa
2078150,1341,9/8/2025,pending,3.459,69.18,DI44,ksa
2078151,1341,9/8/2025,pending,3.459,69.18,TT12,ksa
2078152,1341,9/8/2025,pending,5.7911,82.73,DD7,qtr
2078153,1341,9/8/2025,pending,5.7918,82.74,DD10,kwt
2078154,1341,9/8/2025,pending,5.5566,79.38,DD5,uae
2078155,1341,9/8/2025,pending,4.01,80.2,DI44,uae
2078156,1341,9/8/2025,pending,4.01,80.2,DI44,uae
2078157,1341,9/8/2025,pending,4.01,80.2,DI44,uae
2078158,1341,9/8/2025,pending,4.403,88.06,DI44,qtr
2078159,1341,9/8/2025,pending,5.9682,85.26,DD10,uae
2078160,1341,9/8/2025,pending,5.9682,85.26,DD10,uae
2078161,1341,9/8/2025,pending,5.9682,85.26,DD7,uae
2078162,1341,9/8/2025,pending,5.9682,85.26,DD7,uae
2078163,1341,9/8/2025,pending,4.263,85.26,DI44,uae
2078164,1341,9/8/2025,pending,3.9465,78.93,TT12,ksa
2078165,1341,9/8/2025,pending,6.8025,136.05,TT88,ksa
2078166,1341,9/9/2025,pending,2.2617,32.31,DD19,ksa
2078167,1341,9/9/2025,pending,3.221,64.42,DI24,ksa
2078168,1341,9/9/2025,pending,4.7915,68.45,DD4,ksa
2078169,1341,9/9/2025,pending,4.7915,68.45,DD4,ksa
2078170,1341,9/9/2025,pending,4.8426,69.18,DD17,ksa
2078171,1341,9/9/2025,pending,4.8426,69.18,DD19,ksa
2078172,1341,9/9/2025,pending,4.8426,69.18,DD19,ksa
2078173,1341,9/9/2025,pending,4.8426,69.18,DD20,ksa
2078174,1341,9/9/2025,pending,4.8426,69.18,DD7,ksa
2078175,1341,9/9/2025,pending,4.8426,69.18,DD7,ksa
2078176,1341,9/9/2025,pending,4.8426,69.18,DD7,ksa
2078177,1341,9/9/2025,pending,3.459,69.18,DI26,ksa
2078178,1341,9/9/2025,pending,3.9295,78.59,DI24,uae
2078179,1341,9/9/2025,pending,4.1365,82.73,TT12,qtr
2078180,1341,9/9/2025,pending,4.0095,80.19,DI16,uae
2078181,1341,9/9/2025,pending,6.1054,87.22,DD3,kwt
2078182,1341,9/9/2025,pending,4.403,88.06,DI16,qtr
2078183,1341,9/9/2025,pending,9.0713,129.59,DD10,uae
2078184,1341,9/10/2025,pending,1.918,38.36,TT14,ksa
2078185,1341,9/10/2025,pending,2.2505,45.01,DI44,uae
2078186,1341,9/10/2025,pending,4.7915,68.45,DD3,ksa
2078187,1341,9/10/2025,pending,4.7915,68.45,DD4,ksa
2078188,1341,9/10/2025,pending,4.7915,68.45,DD4,ksa
2078189,1341,9/10/2025,pending,4.7915,68.45,DD5,ksa
2078190,1341,9/10/2025,pending,4.7915,68.45,DD5,ksa
2078191,1341,9/10/2025,pending,4.7915,68.45,DD5,ksa
2078192,1341,9/10/2025,pending,4.7915,68.45,DD5,ksa
2078193,1341,9/10/2025,pending,4.8426,69.18,DD7,ksa
2078194,1341,9/10/2025,pending,3.459,69.18,DI13,ksa
2078195,1341,9/10/2025,pending,3.459,69.18,TT14,ksa
2078196,1341,9/10/2025,pending,3.459,69.18,TT14,ksa
2078197,1341,9/10/2025,pending,3.531,70.62,DI44,ksa
2078198,1341,9/10/2025,pending,5.6133,80.19,DD10,uae
2078199,1341,9/10/2025,pending,6.1047,87.21,DD5,kwt
2078200,1341,9/10/2025,pending,5.9108,84.44,DD5,uae
2078201,1341,9/10/2025,pending,5.488,109.76,DI44,ksa
2078202,1341,9/11/2025,pending,2.133,42.66,DI88,ksa
2078203,1341,9/11/2025,pending,4.8426,69.18,DD7,ksa
2078204,1341,9/11/2025,pending,5.6133,80.19,DD10,uae
2078205,1341,9/11/2025,pending,5.6133,80.19,DD10,uae
2078206,1341,9/11/2025,pending,6.1642,88.06,DD10,qtr
2078207,1341,9/11/2025,pending,9.4724,135.32,DD3,ksa
2078208,1341,9/11/2025,pending,13.9713,199.59,DD7,uae
2078209,1341,9/12/2025,pending,2.0315,40.63,TT14,ksa
2078210,1341,9/12/2025,pending,3.0156,43.08,DD7,ksa
2078211,1341,9/12/2025,pending,4.7915,68.45,DD3,ksa
2078212,1341,9/12/2025,pending,4.7915,68.45,DD3,ksa
2078213,1341,9/12/2025,pending,4.7915,68.45,DD3,ksa
2078214,1341,9/12/2025,pending,4.7915,68.45,DD3,ksa
2078215,1341,9/12/2025,pending,4.7915,68.45,DD4,ksa
2078216,1341,9/12/2025,pending,4.7915,68.45,DD4,ksa
2078217,1341,9/12/2025,pending,4.7915,68.45,DD5,ksa
2078218,1341,9/12/2025,pending,4.8426,69.18,DD20,ksa
2078219,1341,9/12/2025,pending,4.8426,69.18,DD7,ksa
2078220,1341,9/12/2025,pending,4.8426,69.18,DD7,ksa
2078221,1341,9/12/2025,pending,4.8426,69.18,DD7,ksa
2078222,1341,9/12/2025,pending,3.459,69.18,DI24,ksa
2078223,1341,9/12/2025,pending,3.459,69.18,DI24,ksa
2078224,1341,9/12/2025,pending,3.459,69.18,DI44,ksa
2078225,1341,9/12/2025,pending,3.459,69.18,DI45,ksa
2078226,1341,9/12/2025,pending,3.459,69.18,DI77,ksa
2078227,1341,9/12/2025,pending,3.459,69.18,TT1,ksa
2078228,1341,9/12/2025,pending,3.459,69.18,TT14,ksa
2078229,1341,9/12/2025,pending,3.459,69.18,TT14,ksa
2078230,1341,9/12/2025,pending,3.459,69.18,TT51,ksa
2078231,1341,9/12/2025,pending,5.7911,82.73,DD10,qtr
2078232,1341,9/12/2025,pending,5.7911,82.73,DD7,qtr
2078233,1341,9/12/2025,pending,4.1365,82.73,DI77,qtr
2078234,1341,9/12/2025,pending,4.1365,82.73,DI77,qtr
2078235,1341,9/12/2025,pending,3.723,74.46,DI44,bhr
2078236,1341,9/12/2025,pending,5.502,78.6,DD10,omn
2078237,1341,9/12/2025,pending,4.0095,80.19,DI24,uae
2078238,1341,9/12/2025,pending,4.0095,80.19,TT1,uae
2078239,1341,9/12/2025,pending,3.963,79.26,DI51,bhr
2078240,1341,9/12/2025,pending,5.7911,82.73,DD3,ksa
2078241,1341,9/12/2025,pending,5.3745,107.49,TT1,ksa
2078242,1341,9/12/2025,pending,11.2973,161.39,DD7,qtr
2078243,1341,9/12/2025,pending,8.3255,166.51,DI44,uae
2078244,1341,9/13/2025,pending,2.133,42.66,TT51,ksa
2078245,1341,9/13/2025,pending,2.1445,42.89,DI24,ksa
2078246,1341,9/13/2025,pending,3.0156,43.08,DD7,ksa
2078247,1341,9/13/2025,pending,4.0824,58.32,DD10,uae
2078248,1341,9/13/2025,pending,3.07,61.4,DI13,qtr
2078249,1341,9/13/2025,pending,4.7915,68.45,DD3,ksa
2078250,1341,9/13/2025,pending,4.7915,68.45,DD3,ksa
2078251,1341,9/13/2025,pending,4.7915,68.45,DD3,ksa
2078252,1341,9/13/2025,pending,4.7915,68.45,DD3,ksa
2078253,1341,9/13/2025,pending,4.7915,68.45,DD3,ksa
2078254,1341,9/13/2025,pending,4.7915,68.45,DD3,ksa
2078255,1341,9/13/2025,pending,4.7915,68.45,DD4,ksa
2078256,1341,9/13/2025,pending,4.8426,69.18,DD10,ksa
2078257,1341,9/13/2025,pending,3.459,69.18,DI24,ksa
2078258,1341,9/13/2025,pending,3.459,69.18,DI24,ksa
2078259,1341,9/13/2025,pending,3.459,69.18,DI44,ksa
2078260,1341,9/13/2025,pending,3.459,69.18,DI44,ksa
2078261,1341,9/13/2025,pending,3.459,69.18,DI77,ksa
2078262,1341,9/13/2025,pending,3.459,69.18,TT14,ksa
2078263,1341,9/13/2025,pending,3.459,69.18,TT14,ksa
2078264,1341,9/13/2025,pending,4.1365,82.73,DI44,qtr
2078265,1341,9/13/2025,pending,4.1365,82.73,DI44,qtr
2078266,1341,9/13/2025,pending,5.614,80.2,DD10,uae
2078267,1341,9/13/2025,pending,4.01,80.2,DI25,uae
2078268,1341,9/13/2025,pending,6.1642,88.06,DD10,qtr
2078269,1341,9/13/2025,pending,6.1642,88.06,DD6,qtr
2078270,1341,9/13/2025,pending,6.48,129.6,DI24,uae
2078271,1341,9/13/2025,pending,7.8265,156.53,DI24,uae
2078272,1341,9/14/2025,pending,3.278,65.56,TT14,ksa
2078273,1341,9/14/2025,pending,4.7915,68.45,DD3,ksa
2078274,1341,9/14/2025,pending,4.7915,68.45,DD3,ksa
2078275,1341,9/14/2025,pending,4.7915,68.45,DD3,ksa
2078276,1341,9/14/2025,pending,3.459,69.18,DI44,ksa
2078277,1341,9/14/2025,pending,4.1365,82.73,DI44,qtr
2078278,1341,9/14/2025,pending,7.3654,105.22,DD10,ksa
2078279,1341,9/15/2025,pending,2.3107,33.01,DD3,ksa
2078280,1341,9/15/2025,pending,2.191,43.82,DI13,ksa
2078281,1341,9/15/2025,pending,4.8965,69.95,DD3,ksa
2078282,1341,9/15/2025,pending,4.8965,69.95,DD4,ksa
2078283,1341,9/15/2025,pending,4.8965,69.95,DD5,ksa
2078284,1341,9/15/2025,pending,4.8965,69.95,DD5,ksa
2078285,1341,9/15/2025,pending,4.8965,69.95,DD5,ksa
2078286,1341,9/15/2025,pending,4.9483,70.69,DD10,ksa
2078287,1341,9/15/2025,pending,3.5345,70.69,DI13,ksa
2078288,1341,9/15/2025,pending,3.5345,70.69,DI4,ksa
2078289,1341,9/15/2025,pending,3.5345,70.69,DI44,ksa
2078290,1341,9/15/2025,pending,3.5345,70.69,DI8,ksa
2078291,1341,9/15/2025,pending,3.5345,70.69,TT33,ksa
2078292,1341,9/15/2025,pending,5.621,80.3,DD10,omn
2078293,1341,9/15/2025,pending,4.097,81.94,DI44,uae
2078294,1341,9/15/2025,pending,6.2377,89.11,DD3,qtr
2078295,1341,9/15/2025,pending,6.0984,87.12,DD10,uae
2078296,1341,9/15/2025,pending,10.388,148.4,DD10,bhr
2078297,1341,9/15/2025,pending,14.1897,202.71,DD10,ksa
2078298,1341,9/15/2025,pending,15.473,309.46,DI8,uae
2078299,1341,9/16/2025,pending,2.5095,50.19,DI24,kwt
2078300,1341,9/16/2025,pending,4.4429,63.47,DD3,ksa
2078301,1341,9/16/2025,pending,4.8965,69.95,DD3,ksa
2078302,1341,9/16/2025,pending,4.8965,69.95,DD4,ksa
2078303,1341,9/16/2025,pending,4.8965,69.95,DD5,ksa
2078304,1341,9/16/2025,pending,4.9483,70.69,DD10,ksa
2078305,1341,9/16/2025,pending,4.9483,70.69,DD10,ksa
2078306,1341,9/16/2025,pending,4.9483,70.69,DD10,ksa
2078307,1341,9/16/2025,pending,3.5345,70.69,DI44,ksa
2078308,1341,9/16/2025,pending,3.5345,70.69,DI44,ksa
2078309,1341,9/16/2025,pending,3.5345,70.69,DI44,ksa
2078310,1341,9/16/2025,pending,3.5345,70.69,DI44,ksa
2078311,1341,9/16/2025,pending,4.015,80.3,DI8,omn
2078312,1341,9/16/2025,pending,5.2689,75.27,DD3,ksa
2078313,1341,9/16/2025,pending,15.8011,225.73,DD3,omn
2078314,1341,9/16/2025,pending,11.573,231.46,DI24,uae
2078315,1341,9/17/2025,pending,2.916,58.32,DI44,uae
2078316,1341,9/17/2025,pending,4.7915,68.45,DD3,ksa
2078317,1341,9/17/2025,pending,4.7915,68.45,DD3,ksa
2078318,1341,9/17/2025,pending,4.7915,68.45,DD3,ksa
2078319,1341,9/17/2025,pending,4.7915,68.45,DD3,ksa
2078320,1341,9/17/2025,pending,4.7915,68.45,DD3,ksa
2078321,1341,9/17/2025,pending,4.7915,68.45,DD3,ksa
2078322,1341,9/17/2025,pending,4.7915,68.45,DD3,ksa
2078323,1341,9/17/2025,pending,4.7915,68.45,DD3,ksa
2078324,1341,9/17/2025,pending,4.7915,68.45,DD4,ksa
2078325,1341,9/17/2025,pending,4.8426,69.18,DD10,ksa
2078326,1341,9/17/2025,pending,4.8426,69.18,DD7,ksa
2078327,1341,9/17/2025,pending,3.459,69.18,DI24,ksa
2078328,1341,9/17/2025,pending,3.459,69.18,DI44,ksa
2078329,1341,9/17/2025,pending,3.459,69.18,DI45,ksa
2078330,1341,9/17/2025,pending,3.459,69.18,DI45,ksa
2078331,1341,9/17/2025,pending,3.459,69.18,DI8,ksa
2078332,1341,9/17/2025,pending,3.459,69.18,TT1,ksa
2078333,1341,9/17/2025,pending,3.459,69.18,TT14,ksa
2078334,1341,9/17/2025,pending,5.7911,82.73,DD10,qatar
2078335,1341,9/17/2025,pending,5.5013,78.59,DD10,omn
2078336,1341,9/17/2025,pending,5.7911,82.73,DD7,qatar
2078337,1341,9/17/2025,pending,5.7911,82.73,DD10,kwt
2078338,1341,9/17/2025,pending,4.1365,82.73,DI24,kwt
2078339,1341,9/17/2025,pending,3.7235,74.47,DI24,bhr
2078340,1341,9/17/2025,pending,4.0095,80.19,DI44,uae
2078341,1341,9/17/2025,pending,4.0095,80.19,DI26,uae
2078342,1341,9/17/2025,pending,6.104,87.2,DD3,qatar
2078343,1341,9/17/2025,pending,5.9682,85.26,DD10,uae
2078344,1341,9/17/2025,pending,5.9682,85.26,DD7,uae
2078345,1341,9/17/2025,pending,4.263,85.26,DI44,uae
2078346,1341,9/17/2025,pending,23.5505,471.01,DI5,uae
2078347,1341,9/18/2025,pending,4.7915,68.45,DD3,ksa
2078348,1341,9/18/2025,pending,4.7915,68.45,DD3,ksa
2078349,1341,9/18/2025,pending,4.7915,68.45,DD3,ksa
2078350,1341,9/18/2025,pending,4.8426,69.18,DD10,ksa
2078351,1341,9/18/2025,pending,4.8426,69.18,DD10,ksa
2078352,1341,9/18/2025,pending,4.8426,69.18,DD7,ksa
2078353,1341,9/18/2025,pending,4.8426,69.18,DD7,ksa
2078354,1341,9/18/2025,pending,4.8426,69.18,DD7,ksa
2078355,1341,9/18/2025,pending,4.8426,69.18,DD7,ksa
2078356,1341,9/18/2025,pending,4.8426,69.18,DD7,ksa
2078357,1341,9/18/2025,pending,3.459,69.18,DI24,ksa
2078358,1341,9/18/2025,pending,3.459,69.18,DI8,ksa
2078359,1341,9/18/2025,pending,5.2122,74.46,DD10,bhr
2078360,1341,9/18/2025,pending,5.5566,79.38,DD5,uae
2078361,1341,9/18/2025,pending,5.6133,80.19,DD6,uae
2078362,1341,9/18/2025,pending,5.614,80.2,DD10,uae
2078363,1341,9/18/2025,pending,5.614,80.2,DD7,uae
2078364,1341,9/18/2025,pending,4.01,80.2,DI78,uae
2078365,1341,9/18/2025,pending,4.01,80.2,TT51,uae
2078366,1341,9/18/2025,pending,5.9682,85.26,DD10,uae
2078367,1341,9/18/2025,pending,5.9682,85.26,DD10,uae
2078368,1341,9/18/2025,pending,5.9682,85.26,DD7,uae
2078369,1341,9/18/2025,pending,9.4724,135.32,DD3,ksa
2078370,1341,9/19/2025,pending,2.051,29.3,DD3,ksa
2078371,1341,9/19/2025,pending,1.918,38.36,TT14,ksa
2078372,1341,9/19/2025,pending,4.7915,68.45,DD3,ksa
2078373,1341,9/19/2025,pending,4.7915,68.45,DD3,ksa
2078374,1341,9/19/2025,pending,4.7915,68.45,DD3,ksa
2078375,1341,9/19/2025,pending,4.7915,68.45,DD3,ksa
2078376,1341,9/19/2025,pending,4.7915,68.45,DD4,ksa
2078377,1341,9/19/2025,pending,4.7915,68.45,DD4,ksa
2078378,1341,9/19/2025,pending,4.7915,68.45,DD4,ksa
2078379,1341,9/19/2025,pending,4.8426,69.18,DD10,ksa
2078380,1341,9/19/2025,pending,4.8426,69.18,DD7,ksa
2078381,1341,9/19/2025,pending,3.459,69.18,DI24,ksa
2078382,1341,9/19/2025,pending,3.459,69.18,DI24,ksa
2078383,1341,9/19/2025,pending,3.459,69.18,DI8,ksa
2078384,1341,9/19/2025,pending,3.459,69.18,TT1,ksa
2078385,1341,9/19/2025,pending,5.5566,79.38,DD5,uae
2078386,1341,9/19/2025,pending,5.6133,80.19,DD10,uae
2078387,1341,9/19/2025,pending,4.0095,80.19,DI24,uae
2078388,1341,9/19/2025,pending,5.9108,84.44,DD5,uae
2078389,1341,9/19/2025,pending,4.536,90.72,TT1,ksa
2078390,1341,9/19/2025,pending,9.4724,135.32,DD3,ksa
2078391,1341,9/20/2025,pending,1.578,31.56,DI24,ksa
2078392,1341,9/20/2025,pending,2.7139,38.77,DD3,ksa
2078393,1341,9/20/2025,pending,3.0583,43.69,DD10,omn
2078394,1341,9/20/2025,pending,4.5381,64.83,DD3,ksa
2078395,1341,9/20/2025,pending,4.7915,68.45,DD3,ksa
2078396,1341,9/20/2025,pending,4.7915,68.45,DD3,ksa
2078397,1341,9/20/2025,pending,4.7915,68.45,DD3,ksa
2078398,1341,9/20/2025,pending,4.7915,68.45,DD3,ksa
2078399,1341,9/20/2025,pending,4.7915,68.45,DD5,ksa
2078400,1341,9/20/2025,pending,4.7915,68.45,DD8,ksa
2078401,1341,9/20/2025,pending,4.8426,69.18,DD10,ksa
2078402,1341,9/20/2025,pending,3.459,69.18,DI24,ksa
2078403,1341,9/20/2025,pending,3.459,69.18,TT14,ksa
2078404,1341,9/20/2025,pending,3.459,69.18,TT51,ksa
